study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB43263	SAMEA8124562	ERX5136085	ERR5347705	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/005/ERR5347705/ERR5347705_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/005/ERR5347705/ERR5347705_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347705/KY21-rep1_S3_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347705/KY21-rep1_S3_L002_R2_001.fastq.gz	
PRJEB43263	SAMEA8124562	ERX5136085	ERR5347706	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/006/ERR5347706/ERR5347706_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/006/ERR5347706/ERR5347706_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347706/KY21-rep1_S3_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347706/KY21-rep1_S3_L003_R2_001.fastq.gz	
PRJEB43263	SAMEA8124562	ERX5136085	ERR5347707	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/007/ERR5347707/ERR5347707_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/007/ERR5347707/ERR5347707_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347707/KY21-rep1_S3_L004_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347707/KY21-rep1_S3_L004_R2_001.fastq.gz	
PRJEB43263	SAMEA8124563	ERX5136086	ERR5347708	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/008/ERR5347708/ERR5347708_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/008/ERR5347708/ERR5347708_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347708/Ky21_rep2_S2_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347708/Ky21_rep2_S2_R2_001.fastq.gz	
PRJEB43263	SAMEA8124564	ERX5136087	ERR5347709	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/009/ERR5347709/ERR5347709_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/009/ERR5347709/ERR5347709_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347709/M162W_rep1_S1_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347709/M162W_rep1_S1_R2_001.fastq.gz	
PRJEB43263	SAMEA8124565	ERX5136089	ERR5347710	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/000/ERR5347710/ERR5347710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/000/ERR5347710/ERR5347710_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347710/M162W-rep1-reseq_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347710/M162W-rep1-reseq_R2_001.fastq.gz	
PRJEB43263	SAMEA8124566	ERX5136090	ERR5347711	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/001/ERR5347711/ERR5347711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/001/ERR5347711/ERR5347711_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347711/M162W-rep-3_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347711/M162W-rep-3_R2_001.fastq.gz	
PRJEB43263	SAMEA8124567	ERX5136091	ERR5347712	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/002/ERR5347712/ERR5347712_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/002/ERR5347712/ERR5347712_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347712/M37W_rep1_S2_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347712/M37W_rep1_S2_R2_001.fastq.gz	
PRJEB43263	SAMEA8124568	ERX5136092	ERR5347713	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/003/ERR5347713/ERR5347713_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/003/ERR5347713/ERR5347713_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347713/M37W_rep2_S1_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347713/M37W_rep2_S1_R2_001.fastq.gz	
PRJEB43263	SAMEA8124569	ERX5136093	ERR5347714	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/004/ERR5347714/ERR5347714_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/004/ERR5347714/ERR5347714_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347714/Mo18W_rep1_S4_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347714/Mo18W_rep1_S4_R2_001.fastq.gz	
PRJEB43263	SAMEA8124570	ERX5136094	ERR5347715	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/005/ERR5347715/ERR5347715_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/005/ERR5347715/ERR5347715_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347715/Mo18W-rep1-reseq_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347715/Mo18W-rep1-reseq_R2_001.fastq.gz	
PRJEB43263	SAMEA8124571	ERX5136095	ERR5347716	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/006/ERR5347716/ERR5347716_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/006/ERR5347716/ERR5347716_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347716/Mo18W_rep2_S1_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347716/Mo18W_rep2_S1_R2_001.fastq.gz	
PRJEB43263	SAMEA8124572	ERX5136096	ERR5347717	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/007/ERR5347717/ERR5347717_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/007/ERR5347717/ERR5347717_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347717/MS71_rep1_S3_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347717/MS71_rep1_S3_R2_001.fastq.gz	
PRJEB43263	SAMEA8124573	ERX5136097	ERR5347718	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/008/ERR5347718/ERR5347718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/008/ERR5347718/ERR5347718_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347718/MS71_rep2_S5_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347718/MS71_rep2_S5_R2_001.fastq.gz	
PRJEB43263	SAMEA8124574	ERX5136098	ERR5347719	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/009/ERR5347719/ERR5347719_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/009/ERR5347719/ERR5347719_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347719/NC350_rep1_S2_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347719/NC350_rep1_S2_R2_001.fastq.gz	
PRJEB43263	SAMEA8124575	ERX5136099	ERR5347720	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/000/ERR5347720/ERR5347720_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/000/ERR5347720/ERR5347720_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347720/NC350_rep2_S8_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347720/NC350_rep2_S8_R2_001.fastq.gz	
PRJEB43263	SAMEA8124576	ERX5136100	ERR5347721	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/001/ERR5347721/ERR5347721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/001/ERR5347721/ERR5347721_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347721/NC350-rep2-reseq_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347721/NC350-rep2-reseq_R2_001.fastq.gz	
PRJEB43263	SAMEA8124577	ERX5136101	ERR5347722	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/002/ERR5347722/ERR5347722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/002/ERR5347722/ERR5347722_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347722/NC358_rep1_S4_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347722/NC358_rep1_S4_R2_001.fastq.gz	
PRJEB43263	SAMEA8124578	ERX5136102	ERR5347723	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/003/ERR5347723/ERR5347723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/003/ERR5347723/ERR5347723_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347723/NC358-rep2_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347723/NC358-rep2_R2_001.fastq.gz	
PRJEB43263	SAMEA8124579	ERX5136103	ERR5347724	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/004/ERR5347724/ERR5347724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/004/ERR5347724/ERR5347724_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347724/Oh43_rep1_S7_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347724/Oh43_rep1_S7_R2_001.fastq.gz	
PRJEB43263	SAMEA8124580	ERX5136104	ERR5347725	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/005/ERR5347725/ERR5347725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/005/ERR5347725/ERR5347725_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347725/Oh43_rep2_S4_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347725/Oh43_rep2_S4_R2_001.fastq.gz	
PRJEB43263	SAMEA8124581	ERX5136105	ERR5347726	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/006/ERR5347726/ERR5347726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/006/ERR5347726/ERR5347726_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347726/Oh43-rep3_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347726/Oh43-rep3_R2_001.fastq.gz	
PRJEB43263	SAMEA8124582	ERX5136106	ERR5347727	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/007/ERR5347727/ERR5347727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/007/ERR5347727/ERR5347727_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347727/Oh43-root-rep1_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347727/Oh43-root-rep1_R2_001.fastq.gz	
PRJEB43263	SAMEA8124583	ERX5136107	ERR5347728	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/008/ERR5347728/ERR5347728_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/008/ERR5347728/ERR5347728_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347728/Oh43-tassel-rep1_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347728/Oh43-tassel-rep1_R2_001.fastq.gz	
PRJEB43263	SAMEA8124584	ERX5136108	ERR5347729	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/009/ERR5347729/ERR5347729_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/009/ERR5347729/ERR5347729_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347729/Oh43-tassel-rep2_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347729/Oh43-tassel-rep2_R2_001.fastq.gz	
PRJEB43263	SAMEA8124585	ERX5136109	ERR5347730	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/000/ERR5347730/ERR5347730_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/000/ERR5347730/ERR5347730_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347730/Oh7B_rep1_S1_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347730/Oh7B_rep1_S1_R2_001.fastq.gz	
PRJEB43263	SAMEA8124586	ERX5136110	ERR5347731	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/001/ERR5347731/ERR5347731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/001/ERR5347731/ERR5347731_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347731/Oh7B_rep2_S3_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347731/Oh7B_rep2_S3_R2_001.fastq.gz	
PRJEB43263	SAMEA8124587	ERX5136111	ERR5347732	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/002/ERR5347732/ERR5347732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/002/ERR5347732/ERR5347732_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347732/P39_rep1_S7_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347732/P39_rep1_S7_R2_001.fastq.gz	
PRJEB43263	SAMEA8124588	ERX5136112	ERR5347733	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/003/ERR5347733/ERR5347733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/003/ERR5347733/ERR5347733_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347733/P39_rep2_S3_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347733/P39_rep2_S3_R2_001.fastq.gz	
PRJEB43263	SAMEA8124589	ERX5136113	ERR5347734	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/004/ERR5347734/ERR5347734_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/004/ERR5347734/ERR5347734_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347734/Tx303-rep1_S1_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347734/Tx303-rep1_S1_L001_R2_001.fastq.gz	
PRJEB43263	SAMEA8124589	ERX5136113	ERR5347735	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/005/ERR5347735/ERR5347735_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/005/ERR5347735/ERR5347735_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347735/Tx303-rep1_S1_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347735/Tx303-rep1_S1_L002_R2_001.fastq.gz	
PRJEB43263	SAMEA8124589	ERX5136113	ERR5347736	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/006/ERR5347736/ERR5347736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/006/ERR5347736/ERR5347736_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347736/Tx303-rep1_S1_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347736/Tx303-rep1_S1_L003_R2_001.fastq.gz	
PRJEB43263	SAMEA8124589	ERX5136113	ERR5347737	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/007/ERR5347737/ERR5347737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/007/ERR5347737/ERR5347737_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347737/Tx303-rep1_S1_L004_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347737/Tx303-rep1_S1_L004_R2_001.fastq.gz	
PRJEB43263	SAMEA8124590	ERX5136114	ERR5347738	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/008/ERR5347738/ERR5347738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/008/ERR5347738/ERR5347738_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347738/Tx303_rep2_S1_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347738/Tx303_rep2_S1_R2_001.fastq.gz	
PRJEB43263	SAMEA8124591	ERX5136115	ERR5347739	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/009/ERR5347739/ERR5347739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/009/ERR5347739/ERR5347739_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347739/Tzi8-rep1-2_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347739/Tzi8-rep1-2_R2_001.fastq.gz	
PRJEB43263	SAMEA8124592	ERX5136116	ERR5347740	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/000/ERR5347740/ERR5347740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/000/ERR5347740/ERR5347740_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347740/Tzi8-rep2-reseq_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347740/Tzi8-rep2-reseq_R2_001.fastq.gz	
PRJEB43263	SAMEA8124593	ERX5136117	ERR5347741	4577	Zea mays	ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/001/ERR5347741/ERR5347741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR534/001/ERR5347741/ERR5347741_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347741/Tzi8_rep2_S2_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR534/ERR5347741/Tzi8_rep2_S2_R2_001.fastq.gz	
