,study_accession,sample_accession,experiment_accession,run_accession,tax_id,scientific_name,fastq_ftp,submitted_ftp,sra_ftp,Sample,tissue
0,PRJEB36014,SAMEA6447966,ERX3793507,ERR3791403,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791403/ERR3791403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791403/ERR3791403_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791403/B97_R1_anther_MN03081_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791403/B97_R1_anther_MN03081_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/003/ERR3791403,B97,anther
1,PRJEB36014,SAMEA6447967,ERX3793508,ERR3791404,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791404/ERR3791404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791404/ERR3791404_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791404/B97_R1_anther_MN03082_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791404/B97_R1_anther_MN03082_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/004/ERR3791404,B97,anther
2,PRJEB36014,SAMEA6447968,ERX3793509,ERR3791405,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791405/ERR3791405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791405/ERR3791405_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791405/CML103_R1_anther_MN04081_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791405/CML103_R1_anther_MN04081_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/005/ERR3791405,CML103,anther
3,PRJEB36014,SAMEA6447969,ERX3793510,ERR3791406,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791406/ERR3791406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791406/ERR3791406_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791406/CML103_R1_anther_MN04082_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791406/CML103_R1_anther_MN04082_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/006/ERR3791406,CML103,anther
4,PRJEB36014,SAMEA6447970,ERX3793511,ERR3791407,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791407/ERR3791407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791407/ERR3791407_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791407/CML277_R1_anther_MN05081_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791407/CML277_R1_anther_MN05081_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/007/ERR3791407,CML277,anther
5,PRJEB36014,SAMEA6447971,ERX3793512,ERR3791408,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791408/ERR3791408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791408/ERR3791408_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791408/CML277_R1_anther_MN05082_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791408/CML277_R1_anther_MN05082_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/008/ERR3791408,CML277,anther
6,PRJEB36014,SAMEA6447972,ERX3793513,ERR3791409,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/009/ERR3791409/ERR3791409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/009/ERR3791409/ERR3791409_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791409/CML228_R1_anther_MN06081_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791409/CML228_R1_anther_MN06081_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/009/ERR3791409,CML228,anther
7,PRJEB36014,SAMEA6447973,ERX3793514,ERR3791410,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/000/ERR3791410/ERR3791410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/000/ERR3791410/ERR3791410_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791410/CML228_R1_anther_MN06082_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791410/CML228_R1_anther_MN06082_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/000/ERR3791410,CML228,anther
8,PRJEB36014,SAMEA6447974,ERX3793515,ERR3791411,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3791411/ERR3791411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3791411/ERR3791411_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791411/CML247_R1_anther_MN07081_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791411/CML247_R1_anther_MN07081_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/001/ERR3791411,CML247,anther
9,PRJEB36014,SAMEA6447975,ERX3793516,ERR3791412,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791412/ERR3791412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791412/ERR3791412_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791412/CML247_R1_anther_MN07082_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791412/CML247_R1_anther_MN07082_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/002/ERR3791412,CML247,anther
10,PRJEB36014,SAMEA6447976,ERX3793517,ERR3791413,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791413/ERR3791413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791413/ERR3791413_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791413/CML322_R1_anther_MN08081_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791413/CML322_R1_anther_MN08081_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/003/ERR3791413,CML322,anther
11,PRJEB36014,SAMEA6447977,ERX3793518,ERR3791414,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791414/ERR3791414_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791414/ERR3791414_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791414/CML322_R1_anther_MN08082_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791414/CML322_R1_anther_MN08082_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/004/ERR3791414,CML322,anther
12,PRJEB36014,SAMEA6447978,ERX3793519,ERR3791415,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791415/ERR3791415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791415/ERR3791415_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791415/CML333_R1_anther_MN09081_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791415/CML333_R1_anther_MN09081_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/005/ERR3791415,CML333,anther
13,PRJEB36014,SAMEA6447979,ERX3793520,ERR3791416,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791416/ERR3791416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791416/ERR3791416_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791416/CML333_R1_anther_MN09082_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791416/CML333_R1_anther_MN09082_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/006/ERR3791416,CML333,anther
14,PRJEB36014,SAMEA6447980,ERX3793521,ERR3791417,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791417/ERR3791417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791417/ERR3791417_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791417/CML52_R1_anther_MN10081_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791417/CML52_R1_anther_MN10081_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/007/ERR3791417,CML52,anther
15,PRJEB36014,SAMEA6447981,ERX3793522,ERR3791418,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791418/ERR3791418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791418/ERR3791418_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791418/CML52_R1_anther_MN10082_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791418/CML52_R1_anther_MN10082_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/008/ERR3791418,CML52,anther
16,PRJEB36014,SAMEA6447982,ERX3793523,ERR3791419,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/009/ERR3791419/ERR3791419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/009/ERR3791419/ERR3791419_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791419/CML69_R1_anther_MN11081_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791419/CML69_R1_anther_MN11081_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/009/ERR3791419,CML69,anther
17,PRJEB36014,SAMEA6447983,ERX3793524,ERR3791420,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/000/ERR3791420/ERR3791420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/000/ERR3791420/ERR3791420_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791420/CML69_R1_anther_MN11082_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791420/CML69_R1_anther_MN11082_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/000/ERR3791420,CML69,anther
18,PRJEB36014,SAMEA6447984,ERX3793525,ERR3791421,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3791421/ERR3791421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3791421/ERR3791421_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791421/HP301_R1_anther_MN12081_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791421/HP301_R1_anther_MN12081_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/001/ERR3791421,HP301,anther
19,PRJEB36014,SAMEA6447985,ERX3793526,ERR3791422,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791422/ERR3791422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791422/ERR3791422_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791422/HP301_R1_anther_MN12082_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791422/HP301_R1_anther_MN12082_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/002/ERR3791422,HP301,anther
20,PRJEB36014,SAMEA6447986,ERX3793527,ERR3791423,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791423/ERR3791423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791423/ERR3791423_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791423/IL14H_R1_anther_MN13081_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791423/IL14H_R1_anther_MN13081_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/003/ERR3791423,IL14H,anther
21,PRJEB36014,SAMEA6447987,ERX3793528,ERR3791424,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791424/ERR3791424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791424/ERR3791424_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791424/IL14H_R1_anther_MN13082_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791424/IL14H_R1_anther_MN13082_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/004/ERR3791424,IL14H,anther
22,PRJEB36014,SAMEA6447988,ERX3793529,ERR3791425,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791425/ERR3791425_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791425/ERR3791425_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791425/Ki11_R1_anther_MN14081_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791425/Ki11_R1_anther_MN14081_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/005/ERR3791425,KI11,anther
23,PRJEB36014,SAMEA6447989,ERX3793530,ERR3791426,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791426/ERR3791426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791426/ERR3791426_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791426/Ki11_R1_anther_MN14082_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791426/Ki11_R1_anther_MN14082_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/006/ERR3791426,KI11,anther
24,PRJEB36014,SAMEA6447990,ERX3793531,ERR3791427,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791427/ERR3791427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791427/ERR3791427_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791427/Ki3_R1_anther_MN15081_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791427/Ki3_R1_anther_MN15081_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/007/ERR3791427,KI3,anther
25,PRJEB36014,SAMEA6447991,ERX3793532,ERR3791428,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791428/ERR3791428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791428/ERR3791428_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791428/Ki3_R1_anther_MN15082_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791428/Ki3_R1_anther_MN15082_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/008/ERR3791428,KI3,anther
26,PRJEB36014,SAMEA6447992,ERX3793533,ERR3791429,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/009/ERR3791429/ERR3791429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/009/ERR3791429/ERR3791429_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791429/Ky21_R1_anther_MN16081_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791429/Ky21_R1_anther_MN16081_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/009/ERR3791429,KY21,anther
27,PRJEB36014,SAMEA6447993,ERX3793534,ERR3791430,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/000/ERR3791430/ERR3791430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/000/ERR3791430/ERR3791430_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791430/Ky21_R1_anther_MN16082_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791430/Ky21_R1_anther_MN16082_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/000/ERR3791430,KY21,anther
28,PRJEB36014,SAMEA6447994,ERX3793535,ERR3791431,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3791431/ERR3791431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3791431/ERR3791431_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791431/M162W_R1_anther_MN17081_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791431/M162W_R1_anther_MN17081_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/001/ERR3791431,M162W,anther
29,PRJEB36014,SAMEA6447995,ERX3793536,ERR3791432,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791432/ERR3791432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791432/ERR3791432_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791432/M162W_R1_anther_MN17082_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791432/M162W_R1_anther_MN17082_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/002/ERR3791432,M162W,anther
30,PRJEB36014,SAMEA6447996,ERX3793537,ERR3791433,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791433/ERR3791433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791433/ERR3791433_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791433/M37W_R1_anther_MN18081_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791433/M37W_R1_anther_MN18081_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/003/ERR3791433,M37W,anther
31,PRJEB36014,SAMEA6447997,ERX3793538,ERR3791434,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791434/ERR3791434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791434/ERR3791434_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791434/M37W_R1_anther_MN18082_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791434/M37W_R1_anther_MN18082_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/004/ERR3791434,M37W,anther
32,PRJEB36014,SAMEA6447998,ERX3793539,ERR3791435,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791435/ERR3791435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791435/ERR3791435_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791435/Mo18w_R1_anther_MN19081_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791435/Mo18w_R1_anther_MN19081_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/005/ERR3791435,MO18W,anther
33,PRJEB36014,SAMEA6447999,ERX3793540,ERR3791436,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791436/ERR3791436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791436/ERR3791436_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791436/Mo18w_R1_anther_MN19082_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791436/Mo18w_R1_anther_MN19082_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/006/ERR3791436,MO18W,anther
34,PRJEB36014,SAMEA6448000,ERX3793541,ERR3791437,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791437/ERR3791437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791437/ERR3791437_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791437/Ms71_R1_anther_MN20081_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791437/Ms71_R1_anther_MN20081_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/007/ERR3791437,MS71,anther
35,PRJEB36014,SAMEA6448001,ERX3793542,ERR3791438,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791438/ERR3791438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791438/ERR3791438_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791438/Ms71_R1_anther_MN20082_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791438/Ms71_R1_anther_MN20082_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/008/ERR3791438,MS71,anther
36,PRJEB36014,SAMEA6448002,ERX3793543,ERR3791439,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/009/ERR3791439/ERR3791439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/009/ERR3791439/ERR3791439_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791439/NC350_R1_anther_MN21081_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791439/NC350_R1_anther_MN21081_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/009/ERR3791439,NC350,anther
37,PRJEB36014,SAMEA6448003,ERX3793544,ERR3791440,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/000/ERR3791440/ERR3791440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/000/ERR3791440/ERR3791440_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791440/NC350_R1_anther_MN21082_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791440/NC350_R1_anther_MN21082_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/000/ERR3791440,NC350,anther
38,PRJEB36014,SAMEA6448004,ERX3793545,ERR3791441,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3791441/ERR3791441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3791441/ERR3791441_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791441/NC358_R1_anther_MN22081_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791441/NC358_R1_anther_MN22081_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/001/ERR3791441,NC358,anther
39,PRJEB36014,SAMEA6448005,ERX3793546,ERR3791442,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791442/ERR3791442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791442/ERR3791442_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791442/NC358_R1_anther_MN22082_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791442/NC358_R1_anther_MN22082_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/002/ERR3791442,NC358,anther
40,PRJEB36014,SAMEA6448006,ERX3793547,ERR3791443,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791443/ERR3791443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791443/ERR3791443_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791443/Oh43_R1_anther_MN23081_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791443/Oh43_R1_anther_MN23081_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/003/ERR3791443,OH43,anther
41,PRJEB36014,SAMEA6448007,ERX3793548,ERR3791444,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791444/ERR3791444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791444/ERR3791444_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791444/Oh43_R1_anther_MN23082_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791444/Oh43_R1_anther_MN23082_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/004/ERR3791444,OH43,anther
42,PRJEB36014,SAMEA6448008,ERX3793549,ERR3791445,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791445/ERR3791445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791445/ERR3791445_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791445/Oh7b_R1_anther_MN24081_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791445/Oh7b_R1_anther_MN24081_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/005/ERR3791445,OH7B,anther
