,study_accession,sample_accession,experiment_accession,run_accession,tax_id,scientific_name,fastq_ftp,submitted_ftp,sra_ftp,Sample,tissue
249,PRJEB36014,SAMEA6448216,ERX3793756,ERR3791652,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791652/ERR3791652_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791652/ERR3791652_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791652/HP301_V11_middle_MN12041_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791652/HP301_V11_middle_MN12041_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/002/ERR3791652,HP301,middle
250,PRJEB36014,SAMEA6448217,ERX3793757,ERR3791653,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791653/ERR3791653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791653/ERR3791653_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791653/HP301_V11_middle_MN12042_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791653/HP301_V11_middle_MN12042_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/003/ERR3791653,HP301,middle
251,PRJEB36014,SAMEA6448218,ERX3793758,ERR3791654,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791654/ERR3791654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791654/ERR3791654_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791654/IL14H_V11_middle_MN13041_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791654/IL14H_V11_middle_MN13041_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/004/ERR3791654,IL14H,middle
252,PRJEB36014,SAMEA6448219,ERX3793759,ERR3791655,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791655/ERR3791655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791655/ERR3791655_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791655/IL14H_V11_middle_MN13042_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791655/IL14H_V11_middle_MN13042_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/005/ERR3791655,IL14H,middle
253,PRJEB36014,SAMEA6448220,ERX3793760,ERR3791656,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791656/ERR3791656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791656/ERR3791656_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791656/Ki11_V11_middle_MN14041_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791656/Ki11_V11_middle_MN14041_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/006/ERR3791656,KI11,middle
254,PRJEB36014,SAMEA6448221,ERX3793761,ERR3791657,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791657/ERR3791657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791657/ERR3791657_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791657/Ki11_V11_middle_MN14042_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791657/Ki11_V11_middle_MN14042_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/007/ERR3791657,KI11,middle
255,PRJEB36014,SAMEA6448222,ERX3793762,ERR3791658,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791658/ERR3791658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791658/ERR3791658_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791658/Ki3_V11_middle_MN15041_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791658/Ki3_V11_middle_MN15041_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/008/ERR3791658,KI3,middle
256,PRJEB36014,SAMEA6448223,ERX3793763,ERR3791659,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/009/ERR3791659/ERR3791659_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/009/ERR3791659/ERR3791659_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791659/Ki3_V11_middle_MN15042_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791659/Ki3_V11_middle_MN15042_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/009/ERR3791659,KI3,middle
257,PRJEB36014,SAMEA6448224,ERX3793764,ERR3791660,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/000/ERR3791660/ERR3791660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/000/ERR3791660/ERR3791660_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791660/Ky21_V11_middle_MN16041_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791660/Ky21_V11_middle_MN16041_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/000/ERR3791660,KY21,middle
258,PRJEB36014,SAMEA6448225,ERX3793765,ERR3791661,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3791661/ERR3791661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3791661/ERR3791661_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791661/Ky21_V11_middle_MN16042_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791661/Ky21_V11_middle_MN16042_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/001/ERR3791661,KY21,middle
259,PRJEB36014,SAMEA6448226,ERX3793766,ERR3791662,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791662/ERR3791662_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791662/ERR3791662_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791662/M162W_V11_middle_MN17042_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791662/M162W_V11_middle_MN17042_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/002/ERR3791662,M162W,middle
260,PRJEB36014,SAMEA6448227,ERX3793767,ERR3791663,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791663/ERR3791663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791663/ERR3791663_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791663/M162W_V11_middle_MN17043_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791663/M162W_V11_middle_MN17043_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/003/ERR3791663,M162W,middle
261,PRJEB36014,SAMEA6448228,ERX3793768,ERR3791664,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791664/ERR3791664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791664/ERR3791664_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791664/M37W_V11_middle_MN18041_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791664/M37W_V11_middle_MN18041_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/004/ERR3791664,M37W,middle
262,PRJEB36014,SAMEA6448229,ERX3793769,ERR3791665,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791665/ERR3791665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791665/ERR3791665_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791665/M37W_V11_middle_MN18042_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791665/M37W_V11_middle_MN18042_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/005/ERR3791665,M37W,middle
263,PRJEB36014,SAMEA6448230,ERX3793770,ERR3791666,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791666/ERR3791666_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791666/ERR3791666_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791666/Mo18w_V11_middle_MN19041_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791666/Mo18w_V11_middle_MN19041_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/006/ERR3791666,MO18W,middle
264,PRJEB36014,SAMEA6448231,ERX3793771,ERR3791667,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791667/ERR3791667_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791667/ERR3791667_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791667/Mo18w_V11_middle_MN19042_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791667/Mo18w_V11_middle_MN19042_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/007/ERR3791667,MO18W,middle
265,PRJEB36014,SAMEA6448232,ERX3793772,ERR3791668,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791668/ERR3791668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791668/ERR3791668_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791668/Ms71_V11_middle_MN20041_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791668/Ms71_V11_middle_MN20041_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/008/ERR3791668,MS71,middle
266,PRJEB36014,SAMEA6448233,ERX3793773,ERR3791669,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/009/ERR3791669/ERR3791669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/009/ERR3791669/ERR3791669_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791669/Ms71_V11_middle_MN20042_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791669/Ms71_V11_middle_MN20042_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/009/ERR3791669,MS71,middle
267,PRJEB36014,SAMEA6448234,ERX3793774,ERR3791670,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/000/ERR3791670/ERR3791670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/000/ERR3791670/ERR3791670_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791670/NC350_V11_middle_MN21041_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791670/NC350_V11_middle_MN21041_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/000/ERR3791670,NC350,middle
268,PRJEB36014,SAMEA6448235,ERX3793775,ERR3791671,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3791671/ERR3791671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3791671/ERR3791671_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791671/NC350_V11_middle_MN21042_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791671/NC350_V11_middle_MN21042_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/001/ERR3791671,NC350,middle
269,PRJEB36014,SAMEA6448236,ERX3793776,ERR3791672,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791672/ERR3791672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791672/ERR3791672_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791672/NC358_V11_middle_MN22041_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791672/NC358_V11_middle_MN22041_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/002/ERR3791672,NC358,middle
270,PRJEB36014,SAMEA6448237,ERX3793777,ERR3791673,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791673/ERR3791673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791673/ERR3791673_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791673/NC358_V11_middle_MN22042_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791673/NC358_V11_middle_MN22042_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/003/ERR3791673,NC358,middle
271,PRJEB36014,SAMEA6448238,ERX3793778,ERR3791674,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791674/ERR3791674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791674/ERR3791674_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791674/Oh43_V11_middle_MN23041_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791674/Oh43_V11_middle_MN23041_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/004/ERR3791674,OH43,middle
272,PRJEB36014,SAMEA6448239,ERX3793779,ERR3791675,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791675/ERR3791675.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791675/ERR3791675_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791675/ERR3791675_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791675/Oh43_V11_middle_MN23042_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791675/Oh43_V11_middle_MN23042_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/005/ERR3791675,OH43,middle
273,PRJEB36014,SAMEA6448240,ERX3793780,ERR3791676,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791676/ERR3791676_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791676/ERR3791676_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791676/Oh7b_V11_middle_MN24042_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791676/Oh7b_V11_middle_MN24042_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/006/ERR3791676,OH7B,middle
274,PRJEB36014,SAMEA6448241,ERX3793781,ERR3791677,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791677/ERR3791677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791677/ERR3791677_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791677/P39_V11_middle_MN25041_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791677/P39_V11_middle_MN25041_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/007/ERR3791677,P39,middle
275,PRJEB36014,SAMEA6448242,ERX3793782,ERR3791678,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791678/ERR3791678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791678/ERR3791678_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791678/P39_V11_middle_MN25042_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791678/P39_V11_middle_MN25042_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/008/ERR3791678,P39,middle
276,PRJEB36014,SAMEA6448243,ERX3793783,ERR3791679,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/009/ERR3791679/ERR3791679_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/009/ERR3791679/ERR3791679_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791679/Tx303_V11_middle_MN26041_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791679/Tx303_V11_middle_MN26041_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/009/ERR3791679,TX303,middle
277,PRJEB36014,SAMEA6448244,ERX3793784,ERR3791680,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/000/ERR3791680/ERR3791680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/000/ERR3791680/ERR3791680_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791680/Tx303_V11_middle_MN26043_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791680/Tx303_V11_middle_MN26043_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/000/ERR3791680,TX303,middle
278,PRJEB36014,SAMEA6448245,ERX3793785,ERR3791681,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3791681/ERR3791681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3791681/ERR3791681_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791681/Tzi8_V11_middle_MN27041_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791681/Tzi8_V11_middle_MN27041_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/001/ERR3791681,TZI8,middle
279,PRJEB36014,SAMEA6448246,ERX3793786,ERR3791682,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791682/ERR3791682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791682/ERR3791682_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791682/Tzi8_V11_middle_MN27042_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791682/Tzi8_V11_middle_MN27042_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/002/ERR3791682,TZI8,middle
280,PRJEB36014,SAMEA6448247,ERX3793787,ERR3791683,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791683/ERR3791683_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791683/ERR3791683_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791683/B97_V11_tip_MN03051_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791683/B97_V11_tip_MN03051_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/003/ERR3791683,B97,tip
281,PRJEB36014,SAMEA6448248,ERX3793788,ERR3791684,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791684/ERR3791684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791684/ERR3791684_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791684/B97_V11_tip_MN03052_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791684/B97_V11_tip_MN03052_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/004/ERR3791684,B97,tip
282,PRJEB36014,SAMEA6448249,ERX3793789,ERR3791685,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791685/ERR3791685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791685/ERR3791685_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791685/B97_V11_tip_MN03053_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791685/B97_V11_tip_MN03053_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/005/ERR3791685,B97,tip
283,PRJEB36014,SAMEA6448250,ERX3793790,ERR3791686,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791686/ERR3791686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791686/ERR3791686_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791686/CML103_V11_tip_MN04051_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791686/CML103_V11_tip_MN04051_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/006/ERR3791686,CML103,tip
284,PRJEB36014,SAMEA6448251,ERX3793791,ERR3791687,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791687/ERR3791687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791687/ERR3791687_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791687/CML103_V11_tip_MN04052_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791687/CML103_V11_tip_MN04052_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/007/ERR3791687,CML103,tip
285,PRJEB36014,SAMEA6448252,ERX3793792,ERR3791688,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791688/ERR3791688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791688/ERR3791688_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791688/CML277_V11_tip_MN05051_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791688/CML277_V11_tip_MN05051_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/008/ERR3791688,CML277,tip
286,PRJEB36014,SAMEA6448253,ERX3793793,ERR3791689,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/009/ERR3791689/ERR3791689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/009/ERR3791689/ERR3791689_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791689/CML277_V11_tip_MN05052_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791689/CML277_V11_tip_MN05052_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/009/ERR3791689,CML277,tip
287,PRJEB36014,SAMEA6448254,ERX3793794,ERR3791690,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/000/ERR3791690/ERR3791690_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/000/ERR3791690/ERR3791690_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791690/CML228_V11_tip_MN06051_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791690/CML228_V11_tip_MN06051_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/000/ERR3791690,CML228,tip
288,PRJEB36014,SAMEA6448255,ERX3793795,ERR3791691,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3791691/ERR3791691_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3791691/ERR3791691_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791691/CML228_V11_tip_MN06052_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791691/CML228_V11_tip_MN06052_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/001/ERR3791691,CML228,tip
289,PRJEB36014,SAMEA6448256,ERX3793796,ERR3791692,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791692/ERR3791692_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791692/ERR3791692_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791692/CML247_V11_tip_MN07051_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791692/CML247_V11_tip_MN07051_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/002/ERR3791692,CML247,tip
290,PRJEB36014,SAMEA6448257,ERX3793797,ERR3791693,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791693/ERR3791693_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791693/ERR3791693_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791693/CML247_V11_tip_MN07053_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791693/CML247_V11_tip_MN07053_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/003/ERR3791693,CML247,tip
291,PRJEB36014,SAMEA6448258,ERX3793798,ERR3791694,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791694/ERR3791694_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791694/ERR3791694_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791694/CML322_V11_tip_MN08051_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791694/CML322_V11_tip_MN08051_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/004/ERR3791694,CML322,tip
